id,min,eng
25951,"Penasaran jo ulasan urang, spesial macari waktu ka warung sale. Awalnyo samangaik. Manembus macet. Deh alah yo. Tapi kecewa jo jalannyo. Salain jauah, kondisi jalan nan buruak pun membuek sumangaik mulai luntur. Fisik bangunan unik, ado musik lift. Kapasitas ruangan tabateh bantuaknyo. Menu cukuik unik dan kreatif. Tapi alun cukuik baharago maubek kekecewaan perjalanan.","Reviews got me interested, so I took the time to go to Warung Sale. At first I was excited. Traffic jams? No big deal. But the road was a letdown. Aside from the long distance, the awful road conditions lowered my excitement a little. The building was unique, there was elevator music. Room capacity was kinda limited, though. The menu was pretty unique and creative. However, it wasn't good enough to make the trip worth it."
25952,Minggu patang di kampuang awak sempat ado jaringan 4G,Last week there was some 4G network in my village for a while.
25953,"Kalau ka siko manyiapan paruik kosong yo dek di siko konsepnyo bisa makan sapuehnyo. Pueh bana makan di siko, sasuai kok samo haragonyo. Wak sukonyo nasi goreng, lamak bana.","Better empty your stomach before you step inside because all-you-can-eat is the name of the game. Eating here is so satisfying, all worth the price. I especially love the fried rice, it's so good."
25954,Untuak mananyoan kredit mandiri finance bisa di siko lo.,You can also ask questions about Mandiri Finance Credit here.
25955,"Kini restorannyo batingkek 2. Sayangnyo waktu wak ka situ acnyo mati jadi angek. Dan yang mambuek wak heran, awak ndak pernah diagiah struk.",Now the restaurant is a two-storey. Shame that it was stiflingly hot when I went there because the AC was dead. The one thing that baffled me was I was never given any receipts
25956,"Kami bakunjuang ka restoran ko pado malam hari. Wow, tampeknyo sangaik romantis. Lilin, jalan mandaki, konsep lesehan di tangah suaro aia tajun yang cukuik dakek mambuek suasana makan labiah nikmat.","We visited this restaurant at nighttime. Wow, the place is darn romantic. Candles, uphill path, and the concept of Lesehan surrounded by the sounds of a nearby waterfall make the atmosphere all the more enjoyable"
25957,"Tampek ko manyadioan bamacam makanan, tapi nan wak cubo pasti lah batagornyo, tampeknyo pun barasiah.","This place served several food, but of course the one I tried was the batagor, place was clean too."
25958,Lamak. Yang jaleh samba tysonnyo oke! Makan jo menu apo se cocok. Siap kapadehan jo timbangan naiak kalau makan di siko!,"Very good. The Tyson sambal is definitely amazing! You can eat with anything off the menu, it's suitable. Prepare to get your mouth burned and gain weight if you eat here!"
25959,"Silakan kunjuangan toko kito yang patang cari handphone advan, xiaomi redmi 4a dan nokia 150","Please check out our store if you're looking for Advan, Xiaomi Redmi 4A, and Nokia 150 the other day."
25960,Mahasiswa zaman kini banyak bana mangaluah tapi kurang bakarya,Uni students nowadays complain too much while not creating enough.
25961,"Menunyo simpel, pastanyo banyak piliahan raso, tampeknyo nyaman, minuman pun banyak piliahan, ado makanan panutuik juo. Tambah jadwal live musik harusnyo bia makin ancak.","Menu's pretty simple, a lot of pasta flavours, comfy place, also lots of options for drinks, there's even desserts. They should try scheduling a live music, that'll be awesome for sure."
25962,Tagihan internet den ndak masuak aka 250% labiah maha uni! Butuah panjalehan.,"My internet bill is insane, 250% more expensive, man! Need clarifications"
25963,Kacewa bana. Pasan dan bayia tiket pasawat dikarajoan jam satangah 1 dini ari untuak panabangan jam 6 pagi. E - tiket indak dikirim. Tibo-tibo dihubuangi via email kalau tiket nan alah dibayia alah abih jam-jam pagi. Kalau tiketnyo abih baa kok masih bisa dibooking.,Very disappointed. I ordered and paid for an airplane ticket at half past 1 a.m. for a 6 a.m. flight. The e-ticket was not sent. And suddenly early in the morning I was contacted through an email saying that the ticket I had paid for was already out. If the ticket was already out why on Earth could I still book it?
25964,"Sangaik miris bin ironis, sikap ndak bakualitas! Ndak layak jadi wakil rakyat 270 juta populasi panduduak dari sabang sampai marauke!","Truly a pity and ironic, to have such a foul attitude! Unworthy of being the people's representative for 270 million population from Sabang to Merauke!"
25965,"Untuak makanan baragam hanyo sajo minyak terlalu banyak, gurame goreng indak lamak karano indak digoreng kariang. Juice yang ditawaan terlalu baraie dan kurang segar",The menu has a lot of variety but they used too much oil. The fried gourami wasn't good because it wasn't cooked crispy enough. The juice offered had too much water and was not that fresh.
25966,"Samoga salalu satia mangawanan rakyat indonesia dari sabang - merauke, dari kota sampai palosok kampuang.","May they always be loyal in looking after the Indonesian people from Sabang - Merauke, from the city all the way to remote areas"
25967,Toyota manduduaki paringkek partamo sabagai merek otok yang paliang banilai.,Toyota is ranked first as the most valuable automobile brand.
25968,Maklum samo-samo maliang harus saliang malinduangi. Jadi yang dimasalahan adolah soal prosedur dan ndak substansi kalau anggota dewan tatangkok tangan tarimo sogokan.,"You know what they say, thieves always got each other's backs. What we should focus on is the procedure and not the fact that a member of the council got caught red-handed while accepting a bribe."
25969,"Rasonyo lumayan. Ladonyo lamak. Apolai disajian 3 macam model gitu. Tu banyak piliahan sabananyo nio makan apo di siko. Nio gurame, nio kakap, nio bawal, pensi, cumi, udang. Macam-macamlah. Asal jan pasan ikan gambuang se. Ndak ado di siko.","The food tasted pretty okay. The sambal was also good, especially when you could choose from 3 different variations. To be honest, there were quite a lot of options here. you could have gouramis, snappers, pomfrets, clams, calamari, shrimps, they got it all. No mackarels, though, they didn't have that here."
25970,Kini awak alah talampau mambanci online shop buatan asiang tu,Now I know I've hated that foreign online shop too much
25971,"Dari zaman kuliah sampai kini masih suko se makan di kuis butcher. Lamak, tajangkau, tampeknyo lumayan lo.","From my college years to this day I still love to eat in Kuis Butcher. Tasty, affordable, and has a nice place"
25972,"Maleh makan oreo, suko buek gigi itam","Not a fan of eating oreos, makes my teeth black"
25973,"Menu favorit awak adalah sup dagiang dan minumannyo es cincau itam. Rasonyo lamak, sangaik rekomendasi.","My favorite menu is the beef soup and iced grass jelly drink for the drink. Tastes delish, highly recommended"
25974,Pamandangan surabaya malam luabiaso makanannyo lamak lamak tapi haragonyo luarbiaso loh jo jarak ndak talampau jauah tapi pamandangannyo luabiaso dan suasananyo sero,"The night view of Surabaya is extraordinary, the food tastes good and all but the cost is also extraordinary. The distance is not that far but the landscape is outstanding and the ambience is pleasing."
25975,"Hindari kepadatan, menhub imbau masyarakat indak baliak ka jakarta basamoan pado 1 januari","To minimize traffic jam, Menhub urges the public not to come back to Jakarta all at once on January 1st"
25976,Restoran jo pemandangan nan menawan meskipun harus ditampuah jo kondisi yang cukuik curam. Namun tabayia jo tampek dan raso nan oke,"A restaurant with breathtaking views even though you need to go through a steep road to reach it. Still, the great place and flavor totally make up for it."
25977,Steak nan sabananyo steak especially chiken cordon bulenyo yang buek taragak plus makan yang disalimuikan pamandangan bandung yang top markotop. Pas bana tibonyo malam yo jo pasangan ba a bana jo keluarga juo tatap sero. Jalan ka lokasi bakelok paralu usaho dan karajo kareh.,... Truly perfect for a fun night visit with your partner or even your family. ...
25978,Iko salah satu tampek yang makanannyo lamak dan pamandangannyo sajuak dimato. Untuak kumpua jo keluarga atau kawan-kawan ikolah tampek yang cocok.,This is one of the locations where the food is good and the scenery is a refreshing sight for sore eyes. Appropriate spot to gather with the family or with friends.
25979,Maleh. Senin pagi jo macet parah dan banjir,So annoying. Monday morning with heavy traffic and flood.
25980,Indak ado nan terlalu istimewa dari restoran nan manyajian menu makanan khas sunda iko. Raso beberapa makanan nan awak pasan samo se jo raso rumah makan sunda lainnyo. Indak mampu manumbuahan raso nikmat nan kuek dan mambuek awak takasan sacaro mandalam. Hanyo ayam goreng lado penyet pasanan awak nan rasonyo saketek agak nikmat.,"This restaurant that serves traditional Sundanese dish has nothing to write home about. The few dishes I ordered tasted just about the same as the other Sundanese restos. Didn't really offer a satisfying flavour nor leave any strong impreesion on me. The only saving grace for me was the smashed fried chicken with sambal, which was the closest to being great."
25981,"Iklan youtube baa indak bisa diskip sih, manggaduah bana","Why can't I just skip the YouTube ads, so annoying"
25982,Pelayanan pt kami sangaik mamuehkan,Our corporation's services are very satisfactory
25983,"Partamo kalinyo tibo ka eatalia, wak tibo jo kawan dan 1 urang anak. Indak paniang untuk mamilih makanan untuak anak karano di siko manyadioan menu untuak porsi anak. Kami mamasan pizza jo roti bawarna hitam. Untuak kasaluruahan menu nan wak pasan indak ado nan mangacewaan.","First time to Eatalia, I was with a friend and one child. We didn't have to worry about what to order for the child because the place also had menus with children portions. We had a pizza with black bread. Overall, none of the menus I ordered were disappointing. "
25984,Manangan hadiah gagah jo ikuik foto kontes men di alfamart,"Win cool prizes by entering the ""Baik untuk Men"" photo contest in Alfamart"
25985,Kalau ka Bukiktinggi jan lupo singgah di Pasa Ateh. Banyak piliahan makanan lamak. Jan lupo baok kamera untuak foto foto,"If you're going to Bukittingi, don't forget to pay Pasar Atas a visit. There's a smorgasbord of scrumptious food there. Don't forget to bring along a camera to take pics, either."
25986,"Ikolah mitos yang mambuek tahun baru manjadi seremonial dan artifisial, tanpa kadalaman makna","Here is the myth that turns the new year into something ceremonial and artificial, without any depth in meaning."
25987,India sadang mambuek superbike listrik bakecepatan tinggi,India is making a high-speed electric superbike.
25988,Alah lamo wak nio pai jalan-jalan ka lua nagari,I've been dreaming of travelling abroad for a long time
25989,"Tenderloin steak di suis butcher lamak bana - juicy, dan saus kuisnyo pas di lidah. Salain itu haragonyo pas lo di kantong. Oleh sabab itu, basiaplah untuak mangantri bilo sanak nio singgah di akhir minggu jo pas jam makan.","Suis Butcher's tenderloin steak is amazing - so juicy, and the sauce really hits the spot. Better yet, it's not that expensive. Because of that, you'll have to prepare to be standing in a long line if you're here on weekends, especially at lunchtime"
25990,Kawan wak banyak lo nan karajo di bukalapak,Lots of my friends also work in Bukalapak
25991,"Minimal maaf, wak nio bali tiket kami senen - yogyakarta pakai promo nan bulan mei.","How much is the minimal if I may ask, I wanna buy Tiket Kami for Senen - Yogyakarta using the May promo"
25992,Disaranan jan pai ka sinan katiko jam makan karano akan agak payah untuak mancari tampek duduak.,Not recommended to go there during dining hours cuz finding a seat might be difficult then.
25993,Parah pasan bukalapak pakai gosend patang sampai kini alun tibo ba a lah ko. Barangnyo paralu bana,Awful how an order from Bukalapak using Gosend was made yesterday and haven't arrived 'til now. What should I do? I really need the item urgently.
25994,Kamarnyo baun rokok. Seprai ndak diganti untuak tamu baru samo masih ado bekas abu rokoknyo.,The room reeks of cigarette smoke. The bedsheet isn't changed for new guests and there's still some cigarette ash left
25995,Si A kato-katonyo tong kosong nyariang bunyinyo ngecek ndak babobot.,"A talks like empty vessels that make the most noises, says nothing of value."
25996,"Sambanyo indak ado di tampek lain. Raso tarasinyo khas sangaik, asin manihnyo pas. Ruangannyo emang kelas kadai tapi jan takajuik wakatu bayia haragonyo kelas resto tapi sabandiang jo kualitas makanannyo","You won't find this sambal anywhere else. The shrimp paste's flavour is very distinct, the sweetness and saltiness are just right. The venue may look pedestrian but don't be shocked when you see the resto-class price, and it's all worth it for the food quality."
25997,"Manuruik wak steaknyo cukuik lamak, labiah ancak pasan yang paliang gadang se, itu labiah labuak dari yang lain. Kalau ka siko, bisa bagian foto di media sosial dan mandapekan es krim gratis. Es krimnyo lamak mah: Kalau dari segi makanan oke, dari palayanan ancak loh.","I think the steak was quite good, my advice is just get the biggest one, it's more tender than the others. If you come here, you can share your photo on your social media and get a free ice cream, and it's good too. For the food, it's great, and the servers are friendly."
25998,Dijago yo makanannyo gus emang sadang musimnyo kini tu. Iyo sih januah tu malah mambuek sakik,"Watch what you eat, Gus, it's that kind of season, after all. And yeah, burnouts can make you sick"
25999,"Lamo-lamo di siko den bisa hipertensi maadokan pasien bpjs, baia ndak sabara tapi nio palayanan eksekutif dan mete-mete, naiak kareta se kalau nio yang eksekutif","I'm about to pop a blood vessel dealing with these BPJS patients, demanding executive treatments and nagging all day even though they don't pay for crap. You want executive? Try a goddamn train."
46000,Nikmati cicilan 0% sampai 12 bulan untuak pamasanan tiket pisawat air asia jo kartu kredit bni!,Enjoy 0% instalment for up to 12 months when ordering an Air Asia plane ticket with BNI Credit Card!
46001,"Kue-kue nan disajian mambuek awak takana masa lalu. Sadolahnyo mode kue jaman dulu, antah itu dari penampilan maupun raso. Kuenyo lamak dan haragonyo murah lo.",The cakes give me massive nostalgia. Everything is old school. from the presentation to the taste. They're great and inexpensive
46002,Ibu pernah bakarajo di grab indonesia,Mom once worked for grab indonesia.
46003,"Paliang suko bana makan siang di siko ayam jo ladonyo lamak bana harago lua biaso himat, raso ayamnyo maresap sampai katulangnyo, es lidah buayonyo juo segar buek sajuak paruik siap makan lado yang padeh, palayannyo sigap dan ramah, yang wak suko di tampek kasir ado tulisan 10% disumbangan untuak baamal, buek makan jadi labiah lamak ka paruik","I love having lunch here the most, thanks to their delicious chicken and sambal, also the price is dirt cheap. The taste of the chicken just seeps to the bone, and the iced aloe vera drink is also fresh, perfect to cool off my stomach after eating the spicy sambal. The servers are swift and kind, and what I like is that in the cashier there's a writing that says 10% of the profit will be donated to charity, making the meal feel even better to my stomach."
46004,Palayanan bus DAMRI sangaik elok,The DAMRI Bus service is really good
46005,Nio buek postingan yang isionyo maedukasi customers gojek.,Wanna make some posts with contents that educate Gojek customers.
46006,Ratuihan rumah di medan tarandam banjir,Hundreds of houses in Medan were submerged by the flood
46007,"Barangnyo lumayan, cuma yang den heran xiomi redmi note 2 ko tombol onnyo memang agak rusak? Tu baterai memang capek low bat juragan?","The item's pretty good, but I'm confused. Is the ON button on the Xiaomi Redmi Note 2 kinda broken? And does the battery really drain this fast, boss? "
46008,Payah bana mampacayoi urang nan alah pernah bakianat,Really hard to trust people who had betrayed us before
46009,"Lokasi di gombel jo pamandangan semarang, tibolah malam dek lampu kota akan tacaliak, makanan lamak steak jo teh hangek menu wajib di siko, ambiak spot di lua dek udaro dingin dan sajuak","Located in Gombel with Semarang scenery, come at night because you can see the city lights. The great steak and warm tea are a must-try here. Take the outdoor spot because the air is cool and breezy."
46010,"Wakatu tu ka siko pasan nasi goreng jo kantang koreng, nasi gorengnyo sadolah suko. Kantang gorengnyo lamak bana, dan presentasinyo rancak. Kecek keluarga kopinyo lamak. Hal nan sangat rancak disiko adalah tampeknyo lueh dan yang di lua bisa caliak pemandangan dusun bambu, tapi pelayanannyo indak capek sehinggo wak harus batanyo beberapa kali tentang pasanan wak. Haragonyo cukuik maha, tapi karano makanannyo lamak sadolahnyo jadi tabayialah. Indak paralu pikia duo kali kok nio ka tampek ko liak.","One time we went here and ordered the fried rice and french fries. Everyone loved the fried rice. The fries were also really good, not to mention its beautiful presentation. My family said the coffee was great. The great things about this place were how spacious it was and how it is possible to enjoy Dusun Bambu's scenery outside. However, the service was so slow that I needed to ask multiple times about my order. It was also a bit pricey, but the food was so delicious it made it all worth it in the end. You won't have to think twice to try this place out."
46011,"Nasi goreng thailand di hargo 35 ribu, polos, hanyo ado suir ayam saketek. Seafoodnyo indak ado.","The 35-thousand Thailand-style fried rice is bland, with only shredded chicken sparsely sprinkled in. And there's no seafood."
46012,"Saroman yang wak tau, brownies nan asli dari amerika tu kue bantat yang memang bawarna cokelat. Toko amanda mengkreasian brownies jo mamasaknyo sacaro mangukuih. Brownies kukuih ko samo sakali ndak masuak. Teksturnyo malah samo jo bolu biaso. Jadi manuruik wak, iko ndak brownies.","As we know, the original American brownies are baked cake that indeed has a brown color. Toko Amanda tried to be creative and made brownies by steaming them. And I have to say, these steamed brownies didn't do it for me. The texture was just the same as a regular sponge cake. So to me, these aren't brownies."
46013,"Jikok tibo ka restoran ko sangaik cocok pas sore dan malam ari, mambaok pasangan untuak manikmati makan malam nan romantis dan pamandangan nan sangaik manakjubkan","If you want to visit this restaurant, be sure to go on afternoon or night time, bring your spouse to enjoy romantic dinner and amazing scenery."
46014,"Pangalaman patamo cukuik mangesanan dek cukuik takajuik ruponyo siap salasai mamasan makanan, salah ciek staf maagiah daun pisang ka meja awak bukan piriang atau sendok, jadi jiko makan di siko basiaplah untuak makan pakai tangan dek awak ka marasoan sensasi nan unik ditambah aleh makanannyo daun pisang.","The first impression was memorable because after ordering I was surprised to see one of the staff bringing out banana leaves to our tables instead of plates or spoons. So if you wanna eat here, get ready to experience the unique sensation of eating food on top of banana leaves using your bare hands "
46015,Salah satu area kuliner yang cukuik manggugah salero. Namun jadi binguang juo miliahnyo. Akhianyo wak cubo karak talua dan mie kocok sambia mandangaan patunjukkan musik jo lagu-lagu nostalgia barat. Cukuik direkomendasian.,"One of the most delicious culinary areas around. However, that just makes it hard to choose what to eat. In the end, I got myself a kerak telor and mie kocok while waiting for the music show with nostalgic western songs. Pretty recommended"
46016,Untuak mamastian ibu bisa tibo ka kantua cab bank mandiri tu pas hari dan jam karajo untuak panukaran pitih.,"To clarify, you may come to the corresponding branch office of Mandiri Bank during working hours in workdays to make a cash exchange."
46017,"Naiak kareta jayabaya malang - jakarta baranti di gubeng, tiker 35 ribu plus asuransi 6 ribu via traveloka","Rode on the Jayabaya train from Malang to Jakarta, stopped in Gubeng, the ticket costed 35 thousand plus 6k insurance via Traveloka."
46018,Dpr maagiah apresiasi dek ikuiksarato padusi pado pilkada 2018.,DPR shows appreciation towards women's participation in the 2018 Regional Elections
46019,"Awak tibo untuak makan malam jo kaluarga. Iko patamo kali awak tibo ka siko. Kondisi indak talampau rami. Untuak interior, agak kumuah manuruik wak. Adonyo rimah-rimah bakeh makanan di lantai dan meja, bantuaknyo indak dibarasiahan sacaro sampurna. Untuak raso makanan, standar, indak terlalu istimewa.","I came to have dinner with my fam. It was our first time coming here. It wasn't too crowded. For the interior. it was rather filthy in my opinion. There were leftover morsles on the floor and table, seemed like it wasn't cleaned properly. For the food flavour, it was standard. Nothing to write home about."
46020,"Tolong kecekan ka anggota dewan jan lupo revisi perppu ormans dan ingekan janjinyo kalau perppu indak direvisi, babagai elemen masyarakat akan mangaluaan sikap.","Please remind the council not to forget revising the Perppu for Mass Organisations and if they don't revise it, then several factions from the public will not take this lying down."
46021,Karipiak singkong itu makanan ringan paliang lamak dan pas untuak mangawanan waktu tugas,Cassava chips are the most delicious and appropriate snack to accompany me during assignment time.
46022,"Batagor jo siomay kingsley ko ndak punyo cabang di tampek lain. Makanannyo lamak, tarutamo batagor dan siomay sarato basonyo dan ndak pakai pengawet. Dan seandainyo untuak oleh-oleh ado paket yang bisa dibaok pulang. Dipertahanan lo kualitasnyo.","Batagor and Siomay Kingsley doesn't have any branches outside this one. The food's great, especially the batagor and siomay as well as the baso, also none of them contain any preservatives. And if you're looking for a gift, there's a package you can take home. Keep the good quality going.  "
46023,"Jan pernah pasan malalui layanan ko yo kawan-kawan. Mangacewaan! Villa-nyo kumuah, sadoalah paralatannyo ndak layak pakai","Never order from this service, my friends. Utterly disappointing! The villa was dirty, and all the appliances were unusable"
46024,"Pendaftaran mulai bisuak, kementerian kominfo buka beasiswa palatiahan digital untuak 1.000 urang","Registrations starts tomorrow, Ministry of Communication and Informatics offers Digital Training Scholarships for 1000 people. "
46025,"Sabagai netijen nan baru april patang piknik ka toba, cuma nio ngecek bahwa bana banyak hal nan mangecewaan dari sistem pariwisata di sinan. Parapat -nyo kumuah, payah cari akomodasi nan bana-bana ancak, agen transportasi ndak profesional, pokoknyo ndak direkomendasian pai ka parapat.","As a netizen who went on a picnic to Toba just last April, I just wanna say that there are indeed a lot of disappointments coming from the tourism system there. Parapat was dirty, it was hard to find actually good accomodations, the transport agents were unprofessional, just don't bother, Parapat is not recommended at all."
46026,Kumuah bana dan indak di hirauan dek pelayan restoran. Mangcewaan bana palayanannyo!,The place was so dirty and I was ignored by the servers. The service was so disappointing
46027,"Tampeknyo manuruik awak biaso se, kurang barasiah. Makanannyo pun biaso se.","The place is mediocre for me. Not that clean, the food is also nothing special."
46028,"Untuak usaho nan dikaluaan ka tampek ko hasilnyo biaso-biaso se. Nan mangacewaan adalah kualiteh makanannyo. Makanan hanyo sakadar masak se. Untuak kuliner bandung nan lamak-lamak, iko mangacewaan. Ado karcis masuak per urang 10.000 dan oto 15.000.","For the effort it took to get to this place, the payoff was so-so. The disappointing part was the food quality. It was the barest minimum effort for making a meal. For the high standard of Bandung culinary, this was a letdown. Not to mention there was an entry ticket, 10.000 per person and 15.000 for cars"
46029,Awak sakaluarga sadang mancari tampek makan sudah nonton. Kami bosan makan di resto / kafe di mal. Tibo-tibo nampak resto di kanan jalan. Alah lamo kami indak makan kari. Singgahlah kami ka resto nan tagolong ketek hanyo 9 meja. Kironyo lamak tampek dan makanannyo.,"My family and I were looking for a place to eat after watching a movie. We were bored with eating in restaurant / cafe in the mall. Suddenly we saw a restaurant on the right side of the street. We hadn't eaten curry in a long time. We stopped by a considerably small resto, with only 9 tables. Turns put the place was comfortable and the food was delicious."
46030,Kopi starbucks baa bisa lamak bana sih,How can the Starbucks coffee taste this good
46031,"Keceknyo di sinan ka dibangun transmart, di sabalah bangunan itu.","I heard they'll build a Transmart there, next to that building"
46032,"Sungguah pangalaman unik, makan di tangah sawah di antaro padi nan ampiang manguniang, Dengan piliahan menu nan baragam, panyajian nan menarik dan manggugah salero.","Truly a unique experience, eating in the middle of the ricefields among the yellowing rice. With a variety of menu choices, the presentation is interesting and appetising."
46033,"Makan basamo jo para sistah babarapa waktu nan lalu, tampek nyaman, lamak untuak maota, pelayanan rancak. Lah acok makan di siko.","Dined togetha with da sistahs a lil' bit ago, cosy place, nice to hang out, good service. Have gone ta this place multiple times."
46034,"Tampek oleh-olehnyo langkok dan cukuik nyaman, mudah dijangkau, haragonyo tajangkau, dah tu pelayanannyo ramah.","The souvenir shop has pretty much everything and is pretty comfortable, the goods are easy to reach, affordable, and it has great service."
46035,"Hai eviana, mohon maaf atas kaindaknyamanannyo. Untuak kontak dari indosat dapek maakses tautan iko: Silakan pengecekan yo. Tarimo kasih. Erf","Hi Eviana, we are sorry for the inconvenience. You can contact Indosat by clicking the following link. We implore you to check it out. Thank you. Erf."
46036,Menunyo indomie jo roti baka. Untuak tampek samo jo cabang nan lainnyo nyaman untuak kumpua.,The menu's Indomie and toasts. The place is just the same as the other branches: comfortable for hanging out.
46037,"Sambal jo daun serawung, tomat, jo lado kutu. Raso sambal ko yang mambuek kota garut yang namonyo cibiuk jadi tanamo. Sambal ko bisa dinikmati jo gurame goreang ataupun jo ayam goreang. Rasonyo sabana lamak. Salain di lengkong cibiuk punyo lo banyak cabang.","Sambal with basil leaves, tomato and cayenne pepper. The flavour of this Sambal made the city called Cibiuk in Garut famous. fried gourami or with fried chicken. It tastes absolutely divine. Aside from Lengkong Cibiuk, they also have many other branches."
46038,Awak alah konfirmasi ka pihak gramedia tapi dilempa-lempa ndak ado panjalehan. Pihak gramed sampai spv di outlet tu saliang malempa dan mengecekan ndak ado promo. Kecewa dilempa-lempa modetu,"""...Gramed's staff passed me..."""
46039,"Salamaik siang, jikok ado hal lain nan ka apak tanyoan bisa mention kami baliak. Tarimo kasih zan.","Good afternoon. If there's anything you'd like to ask, just mention us again. Thank you, Zan"
46040,"Manuruik kami tampek ko biaso se ndak ado atraksi atau pamandangan nan manarik jo harago tiket 10000 / urang, kalau pamandangan gunuang yo emang alah saharusnyo dek talatak di daerah tinggi. Untuak wisata kuliner juo ndak talampau banyak piliahan bantuak tampek nan ciek lai.","We think this place is ordinary, no fun attractions or views for a 10.000 / person ticket. Well duh, the view of the mountains is a no-brainer for highland locations like this. The culinary side doesn't offer much options compared to the other place."
46041,"Awak alah manjadi palanggan madtari sajak tahun 2002, pas itu masih bantuak lapau tenda ketek nan sangaik rami malam hari. Babarapo tahun patang manampekan bangunan nan parmanen, sajak itu awak maraso kualitasnyo agak manurun dibandiangan jo pas di lapau tenda. Nan jaleh, harago naiak cukuik signifikan, dibandiangan lapau saroman, mungkin labiah maha.","I've been a Madtari regular since 2002. At the time this place was just a small tent that overflowed with customers at night. A few years ago, after they moved to a permanent building, I thought that was when the quality dropped slightly compared to the tent days. One thing's for sure, the price went up significantly, even more expensive when compared to similar stalls."
46042,"Komentar partamo lah pasti venue yang kece, palayanan ramah bana, dan untuak menu yang dipiliah adolah ikan baka dan sop buntuiknyo yang wak agiah nilai 4 tapi untuak es buah tu wak agiah nilai 5 yo!","First comment is that the venue is a banger, very nice service, and as for the chosen menu, it has to be the grilled fish and oxtail soup that I'd give a 4 for but for that iced fruit cocktail, I'd give a 5, yes!"
46043,"Di restoran ko makanan yang disadioan banyak bana dan harago cukuik tajangkau, suasana yang lamak dan nyaman","Terjemahan di sheet Translation sudah benar, tapi di sheet ini tidak lengkap"
46044,Den iri mancaliak kalian yang bisa basobok kabahagiaan.,I'm jealous of how you guys can find happiness
46045,Siap bali pulsa nio daftar paket internet gagal taruih tu disuruah mengulang taruih di 363 dan tetap ndak bisa,After topping up my balance I wanna buy some internet package but it just keeps failing and tells me to try again in 363 and it still doesn't work.
46046,"Tampeknyo sangaik rancak apo lai malam hari dihieh jo lampu-lampu, sangaik romantis. Cocok untuak pasangan. Jauah dari karamaian. Udaronyo sangaik dingin. Wak dapek maliek kaindahan kota dari ateh.","The place is beautiful, especially at night with its decorative lights, so romantic. Perfect for couples. It's also far from the crowd. The air is so breezy, and we can see the town's beauty from above."
46047,"Makanannyo lamak lamak dan eye catching untuak di foto, suko. Tapi minumannyo lamak juo dan tampeknyo nyaman untuak kumpual-kumpua jo kawan.","The food is great and eye-catching for pics, love 'em. Oh, but the drinks are also good and the place is super comfy for hanging out with friends."
46048,"Iko kali kaduo kunjuangan awak. Sado makanan nan awak cubo lamak-lamak, dan tampeknyo masih sagagah dulu. Ndak pernah manyasa makan di siko.","This is my second visit. Every food I tasted was great, and the place is just as charming as I remember it back then. I've never had any regrets dining here."
46049,"Makanannyo smoked chicken dan cheese sandwich, minumannyo jus. Lumayan pas dan lamak. Tampeknyo memang lamak untuak nan nio suasana haniang santai jauah dari hiruak.","The food are smoked chicken and cheese sandwich, while the drinks are juices. Tastes pretty good. The place is nice for those looking for peace and quiet away from noise."
46050,Ubek ndak baresep sarancaknyo diindari ibu manyusui,Medicines without a doctor's prescription are best avoided by nursing mothers.
46051,"Samakin banyak tahu, samakin cemburu.","The more you know, the more jealous you get"
46052,Karyawan maleh untuak apo diagiah cuti. Bisnis sadang buruak malah nio foya foya. Mikia lah!,"Why should we give a paid leave to a lazy employee? Business is doing bad, and they wanna waste money? Think!"
46053,"Tampek nan badampiangan jo aia sungai dan rimbunnyo pohon-pohon dan makanan nan lamak mambuek betah dan cocok untuak baistirahat, berbagai jajanan tasadio pulo di tampek ko, hawanyo sajuak pulo.","This place, next to the flowing river and lush forest, with delicious food really makes me feel at home and perfect for resting. Many snacks are also availabel here, and the weather is cool."
46054,"Tolong yo minimal, demi kamudahan nasabah supayo di dalam stasiun tigaraksa diagiah masin atm bni","Please, at the very least, I beg you, for the convinence of the customers, put a BNI ATM machine in Tigaraksa station."
46055,"Kupat tahu gempol marupoan salah ciek kupat tahu legendaris. Tampeknyo ndak talampau gadang tapi cukuik mancolok jo warna merahnyo di partigoan pasa gempol. Porsinyo pas bana untuak mahilangan lapa. Ciri khas dari kupat tahu ko adolah tahunyo yang lembut jo kenyal samo kuah kacangnyo pas di lidah, dipadu jo lontong, tauge jo karupuak merah. Lamak bana.","Kupat Tahu Gempol is one of the legendary Kupat Tahu restos. The place isn't that large but its red color is pretty eye-catching near the three-way junction at Pasar Gempol. The portion is just right to satisfy your hunger. The defining characteristics of this kupat tahu are their soft and chewy tofu as well as their creamy peanut sauce, which go really well with lontong, bean sprouts, and red crisps. Absolutely delicious"
46056,Wah samo bantuak wak ko da sabanta kom paket freedom I wak alun abih tapi lah dibabanan tarif internet paralu sampai pulsa sakitar 40 ribu wak disedot maliang,"Oh I just had that too, man. My Freedom I package hasn't run out yet but I've been charged with internet fees. I need around 40 thousand credits to pay for that. What a robbery"
